city_name,dong_count,voting_area_count,people,voting_people,disabled_people,family_count
합계,94,353,"1,470,734","1,117,434","36,630","554,895"
동구,13,36,"106,025","88,679","2,612","47,285"
서구,18,70,"317,116","239,842","8,211","117,704"
남구,16,52,"218,660","171,576","5,988","83,230"
북구,26,103,"444,606","344,476","11,468","169,881"
광산구,21,92,"384,327","272,861","8,351","136,795"
