city_name,dong_count,voting_area_count,people,voting_people,disabled_people,family_count
합계,43,227,"584,206","448,024","14,830","232,882"
제주시,26,139,"429,989","325,710","10,771","169,311"
서귀포시,17,88,"154,217","122,314","4,059","63,571"
