city_name,dong_count,voting_area_count,people,voting_people,disabled_people,family_count
합계,56,269,"1,146,497","885,468","26,546","422,708"
중구,13,56,"233,155","184,957","5,670","88,114"
남구,14,71,"346,496","269,278","8,480","128,646"
동구,9,41,"175,270","137,338","3,764","64,697"
북구,8,44,"183,915","134,462","4,019","62,252"
울주군,12,57,"207,661","159,433","4,613","78,999"
