city_name,dong_count,voting_area_count,people,voting_people,disabled_people,family_count
합계,77,347,"1,525,520","1,181,820","33,039","577,485"
동구,16,61,"252,486","202,634","4,750","101,804"
중구,17,64,"264,780","210,271","5,345","102,638"
서구,23,102,"496,827","382,719","11,410","183,951"
유성구,9,65,"305,465","225,841","7,395","112,022"
대덕구,12,55,"205,962","160,355","4,139","77,070"
